1 0 0
2 0 4.85
3 0 2
4 121.6 2
5 141.9 16.5
6 295.9 70
7 113.5 76.7
8 70 68
9 32.4 103
10 40.5 37
11 14.2 36
12 7.1 26.2
13 12.2 17.5
14 12.2 17.5
15 25.3 12.6
16 10.1 9.7
17 0 8.5
18 3 4.8
19 3 4.8
20 0 4.8
21 14.1 4.8
22 3 6.8
23 3 2
24 0 29.1
25 1 14.5
26 0 2
27 1 2
28 1 3.8
29 0 1
30 1 3.8
31 1 1
32 0 1
33 3 1
34 0 2.9
35 1 1
36 0 1
37 0 1
38 0 1.9
39 0 2.9
40 0 1
